,iic,n_iic,label,prior
GO:0032651,13.64219772880247,0.9869366092342081,regulation of interleukin-1 beta production,BIOP
GO:0002509,13.822769974444292,1.0,central tolerance induction to self antigen,BIOP
GO:0001770,13.822769974444292,1.0,establishment of natural killer cell polarity,BIOP
GO:0046477,13.697239092360434,0.9909185436554365,glycosylceramide catabolic process,BIOP
GO:0048205,13.533263357249307,0.9790558174859143,COPI coating of Golgi vesicle,BIOP
GO:1900871,13.822769974444292,1.0,chloroplast mRNA modification,BIOP
GO:0006603,13.533263357249307,0.9790558174859143,phosphocreatine metabolic process,BIOP
GO:2000225,13.822769974444292,1.0,negative regulation of testosterone biosynthetic process,BIOP
GO:1905200,13.822769974444292,1.0,gibberellic acid transmembrane transport,BIOP
GO:0061387,12.50084187955693,0.9043659051455418,regulation of extent of cell growth,BIOP
GO:1901280,13.822769974444292,1.0,D-ribose 5-phosphate biosynthetic process,BIOP
GO:1903306,13.185340053829,0.9538855148574577,negative regulation of regulated secretory pathway,BIOP
GO:0001119,13.822769974444292,1.0,protein-DNA-RNA complex remodeling,BIOP
GO:2000747,13.822769974444292,1.0,negative regulation of defecation rhythm,BIOP
GO:0002856,13.779701252552405,0.9968842191563982,negative regulation of natural killer cell mediated immune response to tumor cell,BIOP
GO:1905219,13.64219772880247,0.9869366092342081,regulation of platelet formation,BIOP
GO:0043150,13.822769974444292,1.0,DNA synthesis involved in double-strand break repair via homologous recombination,BIOP
GO:0010721,11.067882472280823,0.8006993166162254,negative regulation of cell development,BIOP
GO:0141025,13.822769974444292,1.0,adhesion of symbiont to host cell surface via host glycoprotein,BIOP
GO:0021503,13.822769974444292,1.0,neural fold bending,BIOP
GO:0042397,13.600377553107844,0.9839111537161068,phosphagen catabolic process,BIOP
GO:1905405,13.50084187955693,0.9767103051354724,regulation of mitotic cohesin loading,BIOP
GO:0019320,12.353284691143072,0.8936909688855401,hexose catabolic process,BIOP
GO:0042404,13.822769974444292,1.0,thyroid hormone catabolic process,BIOP
GO:0031408,13.822769974444292,1.0,oxylipin biosynthetic process,BIOP
GO:0052889,13.822769974444292,1.0,"9,9'-di-cis-zeta-carotene desaturation to 7,9,7',9'-tetra-cis-lycopene",BIOP
GO:0032699,13.822769974444292,1.0,negative regulation of interleukin-16 production,BIOP
GO:0034134,13.783241610257654,0.9971403442103343,toll-like receptor 2 signaling pathway,BIOP
GO:0019595,13.740307814252319,0.9940343244990382,non-phosphorylated glucose catabolic process,BIOP
GO:0051152,13.38219738305831,0.9681270402241723,positive regulation of smooth muscle cell differentiation,BIOP
GO:0010623,12.822769974444292,0.9276556000100694,programmed cell death involved in cell development,BIOP
GO:0098597,13.670766880999242,0.9890034274081045,observational learning,BIOP
GO:0032932,13.822769974444292,1.0,negative regulation of astral microtubule depolymerization,BIOP
GO:0071247,13.822769974444292,1.0,cellular response to chromate,BIOP
GO:1905530,13.822769974444292,1.0,negative regulation of uracil import across plasma membrane,BIOP
GO:0097624,13.822769974444292,1.0,UDP-galactose transmembrane import into Golgi lumen,BIOP
GO:0030583,13.822769974444292,1.0,myxococcal fruiting body development,BIOP
GO:0043057,13.822769974444292,1.0,backward locomotion,BIOP
GO:1903618,13.460199895059583,0.9737700851526118,regulation of transdifferentiation,BIOP
GO:0032754,13.822769974444292,1.0,positive regulation of interleukin-5 production,BIOP
GO:0042437,13.822769974444292,1.0,indoleacetic acid catabolic process,BIOP
GO:1990216,13.822769974444292,1.0,symbiont-mediated activation of host transcription,BIOP
GO:0046836,13.460199895059583,0.9737700851526118,glycolipid transport,BIOP
GO:0043143,13.822769974444292,1.0,regulation of translation by machinery localization,BIOP
GO:0035736,13.822769974444292,1.0,cell proliferation involved in compound eye morphogenesis,BIOP
GO:1900838,13.822769974444292,1.0,negative regulation of fumigaclavine C biosynthetic process,BIOP
GO:0032763,13.670766880999242,0.9890034274081045,regulation of mast cell cytokine production,BIOP
GO:1902872,13.407732475165448,0.9699743611413508,regulation of horizontal cell localization,BIOP
GO:0035738,10.778375855085839,0.7797551341021397,envenomation resulting in modulation of process in another organism,BIOP
GO:0001764,12.444258351190562,0.9002724037365638,neuron migration,BIOP
GO:0003274,13.822769974444292,1.0,endocardial cushion fusion,BIOP
GO:0042367,13.822769974444292,1.0,biotin catabolic process,BIOP
GO:0048728,13.822769974444292,1.0,proboscis development,BIOP
GO:0044256,13.822769974444292,1.0,protein digestion,BIOP
GO:0052321,13.697239092360434,0.9909185436554365,negative regulation of phytoalexin metabolic process,BIOP
GO:0070305,13.670766880999242,0.9890034274081045,response to cGMP,BIOP
GO:1904772,13.822769974444292,1.0,response to tetrachloromethane,BIOP
GO:0006097,13.822769974444292,1.0,glyoxylate cycle,BIOP
GO:1902491,13.822769974444292,1.0,negative regulation of sperm capacitation,BIOP
GO:0140915,13.822769974444292,1.0,zinc ion import into zymogen granule,BIOP
GO:0034161,13.822769974444292,1.0,positive regulation of toll-like receptor 8 signaling pathway,BIOP
GO:0061357,13.822769974444292,1.0,positive regulation of Wnt protein secretion,BIOP
GO:2000426,13.744767462443019,0.9943569550715605,negative regulation of apoptotic cell clearance,BIOP
GO:0042352,13.822769974444292,1.0,GDP-L-fucose salvage,BIOP
GO:0085032,13.533263357249307,0.9790558174859143,symbiont-mediated perturbation of host NF-kappaB cascade,BIOP
GO:1903034,11.237807473723135,0.8129924388888575,regulation of response to wounding,BIOP
GO:0070096,13.822769974444292,1.0,mitochondrial outer membrane translocase complex assembly,BIOP
GO:0071447,13.64219772880247,0.9869366092342081,cellular response to hydroperoxide,BIOP
GO:0032669,13.630124896501895,0.9860632074252439,regulation of interleukin-25 production,BIOP
GO:1904356,13.630124896501895,0.9860632074252439,regulation of telomere maintenance via telomere lengthening,BIOP
GO:0032836,13.559735568610497,0.9809709337332463,glomerular basement membrane development,BIOP
GO:0002724,13.608645169091444,0.9845092694337876,regulation of T cell cytokine production,BIOP
GO:0016239,13.237807473723135,0.9576812388687187,positive regulation of macroautophagy,BIOP
GO:0021806,13.822769974444292,1.0,initiation of movement involved in cerebral cortex radial glia guided migration,BIOP
GO:1900642,13.822769974444292,1.0,positive regulation of austinol biosynthetic process,BIOP
GO:0044720,13.822769974444292,1.0,negative regulation of imaginal disc-derived wing size,BIOP
GO:0006057,13.72966057005281,0.9932640560058784,mannoprotein biosynthetic process,BIOP
GO:0031116,13.768322190421916,0.9960610077341199,positive regulation of microtubule polymerization,BIOP
GO:0032728,13.822769974444292,1.0,positive regulation of interferon-beta production,BIOP
GO:0048936,13.822769974444292,1.0,peripheral nervous system neuron axonogenesis,BIOP
GO:0072011,13.685266450694357,0.9900523900778098,glomerular endothelium development,BIOP
GO:0043589,13.822769974444292,1.0,skin morphogenesis,BIOP
GO:0010622,13.822769974444292,1.0,specification of ovule identity,BIOP
GO:0140782,13.822769974444292,1.0,novofumigatonin biosynthetic process,BIOP
GO:0021694,13.822769974444292,1.0,cerebellar Purkinje cell layer formation,BIOP
GO:0001748,13.822769974444292,1.0,insect visual primordium development,BIOP
GO:1900520,13.822769974444292,1.0,positive regulation of response to pullulan,BIOP
GO:0001560,13.822769974444292,1.0,regulation of cell growth by extracellular stimulus,BIOP
GO:0039693,13.450801197057334,0.9730901419849525,viral DNA genome replication,BIOP
GO:0002320,13.308196801614534,0.9627735125607163,lymphoid progenitor cell differentiation,BIOP
GO:0009208,13.270228951415513,0.9600267512191606,pyrimidine ribonucleoside triphosphate metabolic process,BIOP
GO:0160199,13.822769974444292,1.0,positive regulation of 7-methylguanosine mRNA capping,BIOP
GO:0042417,13.559735568610497,0.9809709337332463,dopamine metabolic process,BIOP
GO:0009943,13.822769974444292,1.0,adaxial/abaxial axis specification,BIOP
GO:0075255,13.822769974444292,1.0,teliospore formation,BIOP
GO:0046099,13.735307133193952,0.9936725532283297,guanine biosynthetic process,BIOP
GO:0038032,13.822769974444292,1.0,termination of G protein-coupled receptor signaling pathway,BIOP
GO:0098006,13.822769974444292,1.0,"viral DNA genome packaging, headful",BIOP
GO:0042074,12.948300856528151,0.936737056354633,cell migration involved in gastrulation,BIOP
GO:0106012,13.740307814252319,0.9940343244990382,positive regulation of protein localization to medial cortex,BIOP
GO:2000271,13.822769974444292,1.0,positive regulation of fibroblast apoptotic process,BIOP
GO:1905128,13.822769974444292,1.0,positive regulation of axo-dendritic protein transport,BIOP
GO:1900737,13.670766880999242,0.9890034274081045,negative regulation of phospholipase C-activating G protein-coupled receptor signaling pathway,BIOP
GO:0007051,12.559735568610497,0.9086265337433157,spindle organization,BIOP
GO:1902843,13.822769974444292,1.0,positive regulation of netrin-activated signaling pathway,BIOP
GO:0019090,13.65284497300198,0.9877068777273679,mitochondrial rRNA export from mitochondrion,BIOP
GO:0018884,13.50084187955693,0.9767103051354724,carbazole metabolic process,BIOP
GO:0160174,13.822769974444292,1.0,cortical rotation,BIOP
GO:0044504,13.144698069331653,0.9509452948745971,modulation of receptor activity in another organism,BIOP
GO:0070455,13.822769974444292,1.0,positive regulation of heme biosynthetic process,BIOP
GO:0051607,13.435746851335045,0.9720010443764325,defense response to virus,BIOP
GO:0046686,13.33734314727405,0.9648820874493531,response to cadmium ion,BIOP
GO:0071812,13.822769974444292,1.0,positive regulation of fever generation by positive regulation of prostaglandin secretion,BIOP
GO:0000723,13.04516239578074,0.9437444462939626,telomere maintenance,BIOP
GO:2000006,13.630124896501895,0.9860632074252439,regulation of metanephric comma-shaped body morphogenesis,BIOP
GO:0048805,13.533263357249307,0.9790558174859143,imaginal disc-derived genitalia morphogenesis,BIOP
GO:0035009,13.768322190421916,0.9960610077341199,negative regulation of melanization defense response,BIOP
GO:0008302,13.822769974444292,1.0,"female germline ring canal formation, actin assembly",BIOP
GO:0010197,13.822769974444292,1.0,polar nucleus fusion,BIOP
GO:0030186,13.559735568610497,0.9809709337332463,melatonin metabolic process,BIOP
GO:0052708,13.64219772880247,0.9869366092342081,"N-alpha,N-alpha,N-alpha-trimethyl-L-histidine metabolic process",BIOP
GO:2000977,13.50084187955693,0.9767103051354724,regulation of forebrain neuron differentiation,BIOP
GO:2001045,13.822769974444292,1.0,negative regulation of integrin-mediated signaling pathway,BIOP
GO:0035850,12.574842461000706,0.9097194328089978,epithelial cell differentiation involved in kidney development,BIOP
GO:1903769,13.822769974444292,1.0,negative regulation of cell proliferation in bone marrow,BIOP
GO:0042129,12.871679574925238,0.9311939357106107,regulation of T cell proliferation,BIOP
GO:0071941,12.50084187955693,0.9043659051455418,nitrogen cycle metabolic process,BIOP
GO:0051626,13.407732475165448,0.9699743611413508,regulation of epinephrine uptake,BIOP
GO:1901203,13.723234300893377,0.9927991514193655,positive regulation of extracellular matrix assembly,BIOP
GO:0018893,13.559735568610497,0.9809709337332463,dibenzofuran metabolic process,BIOP
GO:1902804,13.697239092360434,0.9909185436554365,negative regulation of synaptic vesicle transport,BIOP
GO:0007430,13.822769974444292,1.0,"terminal branching, open tracheal system",BIOP
GO:0030574,13.822769974444292,1.0,collagen catabolic process,BIOP
GO:1905821,13.723234300893377,0.9927991514193655,positive regulation of chromosome condensation,BIOP
GO:0032062,13.775464259665934,0.996577696448265,positive regulation of translation in response to osmotic stress,BIOP
GO:0016064,13.034274079638003,0.9429567375957156,immunoglobulin mediated immune response,BIOP
GO:0003106,13.822769974444292,1.0,negative regulation of glomerular filtration by angiotensin,BIOP
GO:0048762,11.707292757024355,0.8469570700133868,mesenchymal cell differentiation,BIOP
GO:0010634,13.64219772880247,0.9869366092342081,positive regulation of epithelial cell migration,BIOP
GO:0000023,13.50084187955693,0.9767103051354724,maltose metabolic process,BIOP
GO:1905885,13.822769974444292,1.0,positive regulation of triglyceride transport,BIOP
GO:0010401,13.822769974444292,1.0,pectic galactan metabolic process,BIOP
GO:0071825,12.159804961721862,0.8796937939503486,protein-lipid complex organization,BIOP
GO:1903235,13.822769974444292,1.0,positive regulation of calcium ion-dependent exocytosis of neurotransmitter,BIOP
GO:1905741,13.822769974444292,1.0,calcium export from the mitochondrion involved in positive regulation of presynaptic cytosolic calcium concentration,BIOP
GO:0009798,11.122330256303199,0.8046383088821054,axis specification,BIOP
GO:0089718,12.237807473723135,0.8853368388787881,amino acid import across plasma membrane,BIOP
GO:0002362,13.822769974444292,1.0,"CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment",BIOP
GO:0009454,13.407732475165448,0.9699743611413508,aerotaxis,BIOP
GO:0021599,13.822769974444292,1.0,abducens nerve formation,BIOP
GO:1901298,13.407732475165448,0.9699743611413508,regulation of hydrogen peroxide-mediated programmed cell death,BIOP
GO:0010607,13.822769974444292,1.0,negative regulation of cytoplasmic mRNA processing body assembly,BIOP
GO:0035696,13.822769974444292,1.0,monocyte extravasation,BIOP
GO:0072350,12.430452551665532,0.8992736314535441,tricarboxylic acid metabolic process,BIOP
GO:0043944,13.450801197057334,0.9730901419849525,negative regulation of asexual sporulation resulting in formation of a cellular spore,BIOP
GO:1903218,13.822769974444292,1.0,regulation of malate dehydrogenase (decarboxylating) (NADP+) activity,BIOP
GO:0006593,13.69152544116604,0.9905051929880263,ornithine catabolic process,BIOP
GO:0046342,13.822769974444292,1.0,CDP-diacylglycerol catabolic process,BIOP
GO:2000143,13.775464259665934,0.996577696448265,negative regulation of DNA-templated transcription initiation,BIOP
GO:0044871,13.822769974444292,1.0,negative regulation by host of viral glycoprotein metabolic process,BIOP
GO:0099560,13.822769974444292,1.0,synaptic membrane adhesion,BIOP
GO:0031571,13.785295269025628,0.9972889149216874,mitotic G1 DNA damage checkpoint signaling,BIOP
GO:1905040,13.822769974444292,1.0,otic placode development,BIOP
GO:0071964,13.822769974444292,1.0,establishment of cell polarity regulating cell shape,BIOP
GO:1900327,13.407732475165448,0.9699743611413508,regulation of mannotriose transport,BIOP
GO:0000952,13.822769974444292,1.0,aromatic amino acid family catabolic process to carboxylic acid via Ehrlich pathway,BIOP
GO:0003297,13.822769974444292,1.0,heart wedging,BIOP
GO:0046501,13.407732475165448,0.9699743611413508,protoporphyrinogen IX metabolic process,BIOP
GO:0032652,13.460199895059583,0.9737700851526118,regulation of interleukin-1 production,BIOP
GO:1904781,13.822769974444292,1.0,positive regulation of protein localization to centrosome,BIOP
GO:0046705,13.822769974444292,1.0,CDP biosynthetic process,BIOP
GO:0045342,13.822769974444292,1.0,MHC class II biosynthetic process,BIOP
GO:0000278,12.822769974444292,0.9276556000100694,mitotic cell cycle,BIOP
GO:0034499,13.822769974444292,1.0,late endosome to Golgi transport,BIOP
GO:0018909,13.822769974444292,1.0,dodecyl sulfate metabolic process,BIOP
GO:0006814,13.363338355806995,0.9667626952132822,sodium ion transport,BIOP
GO:0006942,12.015415052386688,0.8692479925948949,regulation of striated muscle contraction,BIOP
GO:0046282,13.822769974444292,1.0,cinnamic acid ester catabolic process,BIOP
GO:0032704,13.822769974444292,1.0,negative regulation of interleukin-20 production,BIOP
GO:0042743,13.144698069331653,0.9509452948745971,hydrogen peroxide metabolic process,BIOP
GO:1904102,13.822769974444292,1.0,cellular response to acadesine,BIOP
GO:0071545,13.744767462443019,0.9943569550715605,inositol phosphate catabolic process,BIOP
GO:0009189,13.48573498716672,0.9756174060697903,deoxyribonucleoside diphosphate biosynthetic process,BIOP
GO:1902445,13.822769974444292,1.0,regulation of mitochondrial membrane permeability involved in programmed necrotic cell death,BIOP
GO:0032608,13.822769974444292,1.0,interferon-beta production,BIOP
GO:0019402,13.600377553107844,0.9839111537161068,galactitol metabolic process,BIOP
GO:0060032,13.822769974444292,1.0,notochord regression,BIOP
GO:2000101,13.407732475165448,0.9699743611413508,regulation of mammary stem cell proliferation,BIOP
GO:0071878,13.748769393000515,0.994646472336544,negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway,BIOP
GO:0060039,13.822769974444292,1.0,pericardium development,BIOP
GO:0120077,13.822769974444292,1.0,angiogenic sprout fusion,BIOP
GO:0050915,13.822769974444292,1.0,sensory perception of sour taste,BIOP
GO:0010693,13.822769974444292,1.0,negative regulation of alkaline phosphatase activity,BIOP
GO:0032974,12.974773067889341,0.9386521726019649,amino acid transmembrane export from vacuole,BIOP
GO:0018070,13.822769974444292,1.0,peptidyl-serine phosphopantetheinylation,BIOP
GO:0098705,13.822769974444292,1.0,copper ion import across plasma membrane,BIOP
GO:0042167,13.320269633915109,0.9636469143696804,heme catabolic process,BIOP
GO:2000903,13.822769974444292,1.0,cellooligosaccharide catabolic process,BIOP
GO:0003429,13.822769974444292,1.0,growth plate cartilage chondrocyte morphogenesis,BIOP
GO:0043602,13.822769974444292,1.0,nitrate catabolic process,BIOP
GO:0044828,13.822769974444292,1.0,negative regulation by host of viral genome replication,BIOP
GO:0007416,13.292255257745511,0.9616202311345987,synapse assembly,BIOP
GO:0051335,13.822769974444292,1.0,meiosis II nuclear membrane reassembly,BIOP
GO:1901753,13.822769974444292,1.0,leukotriene A4 biosynthetic process,BIOP
GO:0070950,13.581761874940497,0.9825644136486845,regulation of neutrophil mediated killing of bacterium,BIOP
GO:0036295,13.697239092360434,0.9909185436554365,cellular response to increased oxygen levels,BIOP
GO:0030948,13.822769974444292,1.0,negative regulation of vascular endothelial growth factor receptor signaling pathway,BIOP
GO:1900245,13.822769974444292,1.0,positive regulation of MDA-5 signaling pathway,BIOP
GO:0044409,12.974773067889341,0.9386521726019649,symbiont entry into host,BIOP
GO:0007423,11.822769974444292,0.8553112000201389,sensory organ development,BIOP
GO:2000197,12.822769974444292,0.9276556000100694,regulation of ribonucleoprotein complex localization,BIOP
GO:0160083,13.822769974444292,1.0,exhausted T cell differentiation,BIOP
GO:0120322,13.630124896501895,0.9860632074252439,lipid modification by small protein conjugation,BIOP
GO:0021885,12.057235228081314,0.8722734481129961,forebrain cell migration,BIOP
GO:0080160,13.822769974444292,1.0,selenate transport,BIOP
GO:0002691,12.685266450694357,0.9177079900878793,regulation of cellular extravasation,BIOP
GO:0031076,13.822769974444292,1.0,embryonic camera-type eye development,BIOP
GO:0048644,13.559735568610497,0.9809709337332463,muscle organ morphogenesis,BIOP
GO:0009200,13.353284691143072,0.9660353688754707,deoxyribonucleoside triphosphate metabolic process,BIOP
GO:0071638,13.822769974444292,1.0,negative regulation of monocyte chemotactic protein-1 production,BIOP
GO:1904239,13.50084187955693,0.9767103051354724,regulation of VCP-NPL4-UFD1 AAA ATPase complex assembly,BIOP
GO:0050931,12.600377553107844,0.9115667537261763,pigment cell differentiation,BIOP
GO:0042215,13.407732475165448,0.9699743611413508,anaerobic phenol-containing compound metabolic process,BIOP
GO:0018952,13.65284497300198,0.9877068777273679,parathion metabolic process,BIOP
GO:1901141,13.559735568610497,0.9809709337332463,regulation of lignin biosynthetic process,BIOP
GO:0060792,13.822769974444292,1.0,sweat gland development,BIOP
GO:0002713,13.152918576136623,0.9515400025070156,negative regulation of B cell mediated immunity,BIOP
GO:0010073,13.822769974444292,1.0,meristem maintenance,BIOP
GO:0120030,13.822769974444292,1.0,positive regulation of cilium beat frequency involved in ciliary motility,BIOP
GO:1903045,13.822769974444292,1.0,neural crest cell migration involved in sympathetic nervous system development,BIOP
GO:0002616,13.407732475165448,0.9699743611413508,regulation of macrophage antigen processing and presentation,BIOP
GO:0010821,12.308196801614534,0.8904291125707857,regulation of mitochondrion organization,BIOP
GO:1902221,12.822769974444292,0.9276556000100694,erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process,BIOP
GO:0035499,13.822769974444292,1.0,carnosine biosynthetic process,BIOP
GO:0006545,13.711738662055547,0.9919675063251417,glycine biosynthetic process,BIOP
GO:0014714,13.822769974444292,1.0,myoblast fate commitment in head,BIOP
GO:0036051,13.65284497300198,0.9877068777273679,protein localization to trailing edge,BIOP
GO:1904325,13.822769974444292,1.0,positive regulation of inhibitory G protein-coupled receptor phosphorylation,BIOP
GO:0045056,13.237807473723135,0.9576812388687187,transcytosis,BIOP
GO:0034403,13.822769974444292,1.0,alignment of 3' and 5' splice sites of mRNA,BIOP
GO:1905420,13.822769974444292,1.0,vascular associated smooth muscle cell differentiation involved in phenotypic switching,BIOP
GO:0033252,13.822769974444292,1.0,regulation of beta-lactamase activity,BIOP
GO:0070977,13.822769974444292,1.0,bone maturation,BIOP
GO:1901104,13.581761874940497,0.9825644136486845,tetracenomycin C metabolic process,BIOP
GO:1904232,12.237807473723135,0.8853368388787881,regulation of aconitate hydratase activity,BIOP
GO:0007392,13.822769974444292,1.0,initiation of dorsal closure,BIOP
GO:0150189,13.630124896501895,0.9860632074252439,regulation of interleukin-32 production,BIOP
GO:0070217,13.822769974444292,1.0,transcription factor TFIIIB complex assembly,BIOP
GO:0090220,13.670766880999242,0.9890034274081045,chromosome localization to nuclear envelope involved in homologous chromosome segregation,BIOP
GO:0009169,13.591444428337836,0.9832648921645855,purine ribonucleoside monophosphate catabolic process,BIOP
GO:1900512,13.50084187955693,0.9767103051354724,regulation of starch utilization system complex assembly,BIOP
GO:0021598,13.822769974444292,1.0,abducens nerve morphogenesis,BIOP
GO:0030717,13.822769974444292,1.0,oocyte karyosome formation,BIOP
GO:0034254,13.600377553107844,0.9839111537161068,regulation of urea catabolic process,BIOP
GO:0170044,12.396505219742194,0.8968177320942913,non-proteinogenic amino acid catabolic process,BIOP
GO:0045886,13.822769974444292,1.0,negative regulation of synaptic assembly at neuromuscular junction,BIOP
GO:0009965,13.144698069331653,0.9509452948745971,leaf morphogenesis,BIOP
GO:0021527,13.822769974444292,1.0,spinal cord association neuron differentiation,BIOP
GO:0048793,13.600377553107844,0.9839111537161068,pronephros development,BIOP
GO:0043634,13.735307133193952,0.9936725532283297,polyadenylation-dependent ncRNA catabolic process,BIOP
GO:0021961,13.822769974444292,1.0,posterior commissure morphogenesis,BIOP
GO:0033133,13.822769974444292,1.0,positive regulation of glucokinase activity,BIOP
GO:0044465,13.697239092360434,0.9909185436554365,modulation of sensory perception of pain in another organism,BIOP
GO:1900693,13.822769974444292,1.0,negative regulation of (+)-kotanin biosynthetic process,BIOP
GO:0046398,13.740307814252319,0.9940343244990382,UDP-glucuronate metabolic process,BIOP
GO:0018317,13.72966057005281,0.9932640560058784,protein C-linked glycosylation via tryptophan,BIOP
GO:0098726,13.822769974444292,1.0,symmetric division of skeletal muscle satellite stem cell,BIOP
GO:0042996,13.64219772880247,0.9869366092342081,regulation of Golgi to plasma membrane protein transport,BIOP
GO:2000502,13.822769974444292,1.0,negative regulation of natural killer cell chemotaxis,BIOP
GO:0090346,13.559735568610497,0.9809709337332463,organofluorine metabolic process,BIOP
GO:1903445,13.822769974444292,1.0,protein transport from ciliary membrane to plasma membrane,BIOP
GO:1903542,13.822769974444292,1.0,negative regulation of exosomal secretion,BIOP
GO:0046298,13.822769974444292,1.0,"2,4-dichlorobenzoate catabolic process",BIOP
GO:0014021,13.822769974444292,1.0,secondary neural tube formation,BIOP
GO:0061230,13.822769974444292,1.0,mesonephric juxtaglomerulus cell fate commitment,BIOP
GO:0070227,12.460199895059583,0.9014256851626812,lymphocyte apoptotic process,BIOP
GO:0010638,10.559735568610497,0.7639377337634546,positive regulation of organelle organization,BIOP
GO:0003259,13.822769974444292,1.0,cardioblast anterior-lateral migration,BIOP
GO:2000521,13.822769974444292,1.0,negative regulation of immunological synapse formation,BIOP
GO:0021836,13.822769974444292,1.0,chemorepulsion involved in postnatal olfactory bulb interneuron migration,BIOP
GO:0021727,13.822769974444292,1.0,intermediate reticular formation development,BIOP
GO:0006767,11.363338355806995,0.8220738952334211,water-soluble vitamin metabolic process,BIOP
GO:0009203,13.547135531830865,0.9800593916325727,ribonucleoside triphosphate catabolic process,BIOP
GO:0006893,13.707292757024357,0.9916458699932481,Golgi to plasma membrane transport,BIOP
GO:0010717,12.822769974444292,0.9276556000100694,regulation of epithelial to mesenchymal transition,BIOP
GO:0031293,13.670766880999242,0.9890034274081045,membrane protein intracellular domain proteolysis,BIOP
GO:1901439,13.685266450694357,0.9900523900778098,positive regulation of toluene metabolic process,BIOP
GO:0042354,13.559735568610497,0.9809709337332463,L-fucose metabolic process,BIOP
GO:0035213,13.822769974444292,1.0,clypeo-labral disc development,BIOP
GO:0060440,13.822769974444292,1.0,trachea formation,BIOP
GO:0051114,13.822769974444292,1.0,peptidyl-histidine uridylylation,BIOP
GO:0019217,12.190501758944778,0.8819145353270531,regulation of fatty acid metabolic process,BIOP
GO:0045998,13.822769974444292,1.0,positive regulation of ecdysteroid biosynthetic process,BIOP
GO:0071650,13.822769974444292,1.0,negative regulation of chemokine (C-C motif) ligand 5 production,BIOP
GO:0043929,13.822769974444292,1.0,primary ovarian follicle growth involved in double layer follicle stage,BIOP
GO:0140719,13.510825968129552,0.9774325980327051,constitutive heterochromatin formation,BIOP
GO:1905014,13.822769974444292,1.0,positive regulation of 'de novo' NAD biosynthetic process from tryptophan,BIOP
GO:1904107,13.822769974444292,1.0,protein localization to microvillus membrane,BIOP
GO:0051293,13.65284497300198,0.9877068777273679,establishment of spindle localization,BIOP
GO:0160027,13.822769974444292,1.0,egg deposition,BIOP
GO:0097343,13.50084187955693,0.9767103051354724,ripoptosome assembly,BIOP
GO:0009746,12.929685178360804,0.9353903162872106,response to hexose,BIOP
GO:0071562,13.822769974444292,1.0,nucleus-vacuole junction assembly,BIOP
GO:1902447,13.822769974444292,1.0,negative regulation of shade avoidance,BIOP
GO:1903775,13.822769974444292,1.0,regulation of DNA double-strand break processing,BIOP
GO:0070135,13.697239092360434,0.9909185436554365,"beta-1,2-oligomannoside metabolic process",BIOP
GO:0051103,13.685266450694357,0.9900523900778098,DNA ligation involved in DNA repair,BIOP
GO:0003151,13.822769974444292,1.0,outflow tract morphogenesis,BIOP
GO:0045620,13.126162117894227,0.9496043225896139,negative regulation of lymphocyte differentiation,BIOP
GO:0021957,13.822769974444292,1.0,corticospinal tract morphogenesis,BIOP
GO:0048497,13.822769974444292,1.0,maintenance of floral organ identity,BIOP
GO:0006524,13.48573498716672,0.9756174060697903,alanine catabolic process,BIOP
GO:0035187,13.822769974444292,1.0,hatching behavior,BIOP
GO:0110141,13.822769974444292,1.0,L-glutamate import into mitochondrion,BIOP
GO:1902532,11.50084187955693,0.8320215051556112,negative regulation of intracellular signal transduction,BIOP
GO:0007321,13.822769974444292,1.0,sperm displacement,BIOP
GO:0031215,13.822769974444292,1.0,shell calcification,BIOP
GO:0000709,13.822769974444292,1.0,meiotic joint molecule formation,BIOP
GO:0042436,12.407732475165448,0.8976299611514202,indole-containing compound catabolic process,BIOP
GO:0043049,13.822769974444292,1.0,otic placode formation,BIOP
GO:1905414,13.822769974444292,1.0,negative regulation of dense core granule exocytosis,BIOP
GO:0006706,12.533263357249307,0.9067114174959838,steroid catabolic process,BIOP
GO:2000379,13.33734314727405,0.9648820874493531,positive regulation of reactive oxygen species metabolic process,BIOP
GO:1902085,13.822769974444292,1.0,fumagillin catabolic process,BIOP
GO:0002038,13.755655778585755,0.9951446637698075,positive regulation of L-glutamate import across plasma membrane,BIOP
GO:0014914,13.822769974444292,1.0,myoblast maturation involved in muscle regeneration,BIOP
GO:0006750,13.822769974444292,1.0,glutathione biosynthetic process,BIOP
GO:1900647,13.822769974444292,1.0,negative regulation of chanoclavine-I aldehyde biosynthetic process,BIOP
GO:0006509,13.670766880999242,0.9890034274081045,membrane protein ectodomain proteolysis,BIOP
GO:1990170,13.822769974444292,1.0,stress response to cadmium ion,BIOP
GO:1901415,13.822769974444292,1.0,positive regulation of tetrapyrrole biosynthetic process from glycine and succinyl-CoA,BIOP
GO:1903858,13.822769974444292,1.0,protein localization to old growing cell tip,BIOP
GO:1904676,13.822769974444292,1.0,negative regulation of somatic stem cell division,BIOP
GO:0008090,11.50084187955693,0.8320215051556112,retrograde axonal transport,BIOP
GO:2000918,13.678380065109117,0.9895541986445463,regulation of glucuronoarabinoxylan catabolic process,BIOP
