,iic
colonocyte,0.976373605809049
colony,1.0
column,0.9647154312704174
columnal,1.0
columnar,0.4763085475776409
comb,1.0
combined,1.0
comm,1.0
commissural,1.0
commissure,1.0
commitment,0.6752195511918748
committed,1.0
common,0.9029223414149499
communication,0.4777934720565593
compact,0.9691278768095908
companion,1.0
compartment,0.9207875344998139
compartmentalization,1.0
compensation,0.9745390860048134
competence,0.9651203444963876
competent,1.0
competing,1.0
competition,0.9448531745246082
competitive,1.0
complement,0.773685797904428
complementation,1.0
completed,1.0
complex,0.5885481805137098
complexins,1.0
component,0.33526421196263656
composition,1.0
compound,0.4324641029896697
comprising,0.9309974426806213
comt,1.0
concentrating,1.0
concentration,0.8899117541866162
condensation,0.9366436482662286
condensed,0.941505079814675
condensin,0.808627215707611
condition,0.9564109262571703
conditioned,1.0
conditioning,1.0
conductance,0.8599579587280625
conduction,0.6954518872692796
condyle,1.0
cone,0.9130882596606963
confer,1.0
confidence,1.0
conformation,0.8941002561200556
conformational,1.0
congenital,1.0
congression,0.9042969538441347
conidiogenone,1.0
conidiophore,0.9431281005891253
conidium,0.8871392077554966
coniferin,1.0
conjugant,1.0
conjugate,0.8399466865811124
conjugated,1.0
conjugating,1.0
conjugation,0.7480081891288656
conjunctiva,1.0
conjunctival,0.9413970892686475
connecting,0.9630513071787785
connective,0.4462808923029682
connexins,1.0
connexons,0.9500937391524937
constituent,0.969592777216747
constitutive,0.9747452947362518
constriction,0.9701428852595181
construction,1.0
contact,0.8033365569620687
contactin,1.0
contactins,1.0
containing,0.6003603412691643
continuous,1.0
contractile,0.43688318065569
contraction,0.7748598836892494
contributes,1.0
control,0.9654869011613072
controlling,1.0
conus,1.0
conventional,0.7997849798984121
convergence,0.9853782114137287
convergent,0.9042598055806895
conversion,0.8475678095662822
convertase,1.0
convoluted,0.9751144314696107
cooperation,0.7434461510438677
cooperative,0.842187955071135
coordination,0.842187955071135
copi,0.9739294365526888
copii,1.0
copines,1.0
copper,0.9253066181890695
copulation,1.0
copy,0.9897069869091077
cord,0.899272725320958
cordycepin,0.9816358770186568
cordyol,0.97474861343199
core,0.8185229084816187
coreceptor,1.0
corepressors,1.0
cornea,0.9721608481399434
corneal,1.0
corneocyte,1.0
corneum,0.9734599070706841
cornichon,1.0
cornification,0.9626933361739061
cornified,1.0
corolla,1.0
corona,1.0
coronal,1.0
coronary,0.9678940682935094
coronet,1.0
coronins,1.0
corpus,1.0
corpuscule,0.8856807588067963
corrin,0.953587205859776
cortex,0.7399403697421244
corti,0.9202455803320816
cortical,0.6685173593192595
corticomedullary,1.0
corticospinal,1.0
corticosteroid,0.9171484236909538
corticosterone,0.988306251104099
corticothalamic,1.0
corticotroph,1.0
corticotropin,0.9886454393665203
cortisol,0.9881213839617233
cortisone,0.9892246532391891
corvet,1.0
costimulation,0.981108981586389
cotranscriptional,1.0
cotranslational,0.9924277346242998
cotransporters,0.953123641006873
cotyledon,1.0
coumarin,0.8887992814518234
coupled,0.9680687814299298
coupling,0.9024417865778793
courtship,0.9301041467444179
covalent,0.9848606537499661
cox,1.0
cp,1.0
cpg,1.0
cranial,0.8089295694781697
craniofacial,0.8611217977676285
creatine,0.9170602115519014
creatinine,0.9782126972473859
creation,0.7322203558173861
creb,0.975785010677098
crec,1.0
cresol,0.9443818026019851
crest,0.8090231161318429
crinophagy,1.0
crispr,1.0
crista,1.0
cristae,0.9729190909725316
crmps,1.0
crna,1.0
cross,1.0
crosslink,1.0
crosslinking,1.0
crosslinks,1.0
crotonylation,0.9867695050848009
crumb,1.0
cry,1.0
crypt,0.9486730036278527
crystal,0.9583591993475081
crystallin,0.7721530019183448
crystallins,0.8207219174006911
csag,1.0
csb,1.0
csk,1.0
csnu,1.0
cspyrone,0.9768538847553838
cst,1.0
ct,1.0
ctage,1.0
ctd,1.0
ctlh,1.0
ctp,0.9836468410446281
ctx,1.0
cubn,1.0
cuboidal,0.46005846023282765
cullins,1.0
culmination,1.0
culmorin,1.0
cultured,0.9558266435083861
cumulus,0.9806537559284831
cuneatus,1.0
cup,1.0
cupredoxin,0.659139516321268
cuproptosis,1.0
cupula,0.9441719443395205
curcumin,0.9822150466887384
curli,1.0
cushion,0.9599100133797941
cut,0.9838249603354315
cutaneous,0.9559610638740386
cuticle,0.903767735693983
cutin,0.9791380963127041
cvt,1.0
cyanamide,1.0
cyanate,0.9626933361739061
cyanide,0.9451148413850528
cyanidin,0.983565603416541
cyanoamino,0.9680811584069604
cyanoblast,1.0
cyanogenic,0.9562916567104814
cyanophore,0.9721608481399434
cyanophycin,1.0
cyanuric,0.9652561163477827
cyclase,0.7212608705317747
cyclases,0.8191988450384637
cycle,0.5118713971187006
cyclic,0.5834077862956774
cyclin,0.8926313194367926
cycling,0.9503088124718135
cyclins,1.0
cyclization,1.0
cycloalkane,0.9544329974592715
cyclodextrin,0.9740345943785682
cyclodiene,1.0
cyclohexanol,0.983565603416541
cycloheximide,0.9853782114137287
cyclohexylsulfamate,1.0
cyclohydrolase,1.0
cyclooxygenase,1.0
cyclopentanol,0.9652561163477827
cyclopentenone,0.9716374532813619
cyclophilin,1.0
cyclophosphamide,1.0
cyclosporin,0.9759961560615337
cyclotransferase,1.0
cyst,0.9450745314758089
cystathionine,0.9182714748173989
cystatin,0.6108869401452475
cystatins,1.0
cysteine,0.9247094444389694
cystic,1.0
cystine,0.9883307413330961
cystinuria,1.0
cystoblast,0.97474861343199
cytarabine,1.0
cytidine,0.9846716073944283
cytochalasin,0.9791919282315019
cytochrome,0.5872659962892968
cytogamy,1.0
cytohesins,1.0
cytokine,0.6621183761612337
cytokinesis,0.8620490736861632
cytokinetic,0.7692370615355801
cytokinin,0.9316053079203913
cytolysis,0.8568952106735915
cytoneme,1.0
cytoophidium,1.0
cytoplasm,0.9012237042245252
cytoplasmic,0.8513184585364933
cytoprotection,0.8963217460530136
cytosine,0.9790216641302122
cytoskeletal,0.8631647235903541
cytoskeleton,0.6930427558752602
cytosol,0.8466320253442298
cytosolic,0.7140201171851899
cytotoxic,0.9855514187154638
cytotoxicity,0.8613180688586555
cytotrophoblast,1.0
dadp,0.9888844238203873
dag,0.8443569185418415
dai,0.8703093901954077
damage,0.7895474213998495
damaged,1.0
damp,0.9894901878926868
damping,1.0
dan,1.0
dark,0.9412233342994542
dash,1.0
datp,0.9889512673675468
dauer,0.9650547703015898
daughter,1.0
daunorubicin,0.978281516978709
daxx,1.0
daylight,1.0
daz,1.0
dbl,1.0
dbt,1.0
dcbxa,1.0
dcc,1.0
dcdp,0.9886530680810762
dcmp,0.9894901878926871
dct,0.9661755065953996
dctp,0.9884217596170005
ddt,1.0
de,0.9361403975388021
deacetylase,0.714917126904702
deacetylases,0.8888940141364376
deacetylate,1.0
deacetylation,0.9643374397062178
deactivation,1.0
deacylation,0.8469554851118759
deadenylation,1.0
deadenylylation,1.0
deafness,1.0
dealkylation,0.983565603416541
deaminase,0.8207219174006911
deaminases,1.0
deaminated,1.0
deamination,0.977483395215329
death,0.6358762082877185
debranching,1.0
decalin,1.0
decane,0.9716374532813619
decanoylation,1.0
decapping,0.9631321759179889
decarboxylase,0.9052853707500602
decarboxylating,1.0
decarboxylation,0.8747463526872692
decay,0.8048386810257122
decid,0.8207219174006911
decidual,1.0
decidualization,1.0
decision,1.0
decondensation,1.0
decreased,0.8934987107788173
decussation,1.0
dedifferentiation,0.911305608983602
deep,1.0
defasciculation,0.9716374532813619
defecation,0.9769815092241393
defect,0.5904001584462455
defective,0.7223964536499734
defence,1.0
defense,0.6123048727202516
defensins,0.8141231970137501
deficiency,1.0
deficient,1.0
definitive,1.0
deformation,1.0
degeneration,1.0
deglucuronidation,0.9864190519078238
deglutamylation,0.9686955077480311
deglutarylation,1.0
deglutathionylation,1.0
deglycation,0.951588861774964
deglycosylation,0.9584893911113765
degradation,0.7266515849573811
degraded,1.0
degranulation,0.9248373951554736
degron,1.0
dehalogenase,1.0
dehiscence,0.9453212972711218
dehydratase,1.0
dehydration,0.983565603416541
dehydroascorbic,1.0
dehydroaustinol,0.9558665355638795
dehydrodolichyl,1.0
dehydroepiandrosterone,0.9838729790943903
dehydrogenase,0.9226152281065815
dehydrogenases,1.0
dehydrogenation,1.0
deiminase,1.0
deiminases,1.0
deiter,1.0
delamination,0.9351435320010525
delayed,0.8514983320111539
deletion,0.9705402855847433
delipidation,1.0
delphinidin,1.0
delta,0.8775319980138131
deltoid,1.0
demalonylation,0.9864190519078238
demannosylation,0.9539630201578276
demethylases,1.0
demethylate,1.0
demethylation,0.948935439348062
demethylkotanin,0.9558665355638795
denaturation,1.0
dendrite,0.9591581350099705
dendritic,0.7602169570538709
dendtritic,1.0
deneddylation,1.0
denervation,1.0
denitrification,1.0
denn,1.0
densa,0.9710234838910612
dense,0.8145341173853132
density,0.9638863703045382
dental,0.9373630406230478
dentate,0.9563855721430243
dentin,1.0
dentinogenesis,1.0
denucleotidylation,0.9781277794249776
deoxy,1.0
deoxyadenosine,0.9826390297050439
deoxycytidine,0.9827768898410193
deoxyguanosine,0.9827768898410193
deoxyinosine,0.9827768898410193
deoxynucleotide,1.0
deoxyribonuclease,0.6847247606335943
deoxyribonucleoside,0.893980312127523
deoxyribonucleotide,0.8357270044641719
deoxyribose,0.7688321088824634
deoxyuridine,0.9826390297050439
dep,1.0
depalmitoleylation,1.0
depalmitoylases,1.0
depalmitoylation,0.9791919282315019
dependant,1.0
dependence,1.0
dependent,0.7494827552885246
dephosphorylation,0.8589602000952522
depletion,0.961886959366777
depolarisation,1.0
depolarization,0.8865620879615722
depolymerization,0.8664723297395146
deposition,0.9821469558525856
depression,0.978281516978709
deprivation,0.9628091857370465
depropionylation,1.0
depsipeptide,0.9235957301727447
depurination,0.7939595543887185
depyrimidination,0.7939595543887185
deregulated,1.0
derivation,0.5864962138250237
derivative,0.44310164048351197
derived,0.7100282598032003
dermal,0.9527990793741942
dermatan,0.7654956024618135
dermatome,0.9564109262571703
dermis,0.9544853603629005
dermonecrosis,1.0
desaturases,1.0
desaturation,1.0
descending,0.9319553387411952
desensitization,1.0
desiccation,0.9702176615154491
desipramine,0.9759961560615337
desmosomal,1.0
desmosome,0.9538133435426623
desmosterol,1.0
desquamation,1.0
destabilization,0.9638435045472163
destabilize,1.0
destabilizes,1.0
destruction,0.898611681094958
desuccinylation,0.9864190519078238
desulfonation,1.0
desulfurization,1.0
desumoylases,0.659139516321268
desumoylating,1.0
desumoylation,0.9799536548888202
detachment,1.0
detect,1.0
detection,0.6289666617028364
determinacy,0.9554123112064612
determinate,1.0
determination,0.7887648193644713
dethiobiotin,0.9867695050848009
detoxification,0.7004611984585509
deubiquinating,0.6165319558614263
deubiquitinase,1.0
deubiquitinases,1.0
deubiquitination,0.7500700980010759
deuterosomal,1.0
development,0.4148840204170976
developmental,0.2203933426786727
dex,1.0
dexamethasone,0.9884278385022321
dexd,0.8207219174006911
dextrin,0.9723206490377598
dextromethorphan,0.9851280625882967
dgc,1.0
dgdp,0.9846713773730125
dgmp,0.9889512673675467
dgtp,0.9889512673675468
dhdds,1.0
dhet,1.0
dhurrin,1.0
diabetes,1.0
diablo,1.0
diacetyl,1.0
diacetylchitobiose,0.9753719671613048
diacyl,0.9722206429082803
diacylglycerol,0.9176656865406069
diadenosine,0.9520982747682016
diakinesis,1.0
diameter,0.782965354652125
diamide,0.9716374532813619
diaminopimelate,0.9603565273161833
diaminopropane,1.0
diapause,0.9404350814508552
diapedesis,0.9784973913056784
diaphragm,0.9778597735826182
diarrhea,1.0
dibasic,0.9659584645176564
dibenzofuran,0.9716374532813619
dibenzothiophene,0.953587205859776
dicarboxylic,0.6746017115287828
dichloromethane,1.0
dichotomous,0.9162252231130701
dicing,1.0
diencephalon,1.0
diestrus,1.0
diet,1.0
dietary,1.0
diethyl,0.9716374532813619
differentiated,0.611870422656519
differentiation,0.5517798480558473
diffuse,1.0
diffusion,0.8439456681286454
digestion,0.8312537564055125
digestive,0.796865449141228
digit,1.0
diguanylic,1.0
dihydrobiopterin,1.0
dihydrofolate,0.9875037007339569
dihydrolipoamide,1.0
dihydropteridine,1.0
dihydrouridine,1.0
dihydroxyeicosatrienoic,1.0
dikaryon,1.0
dilation,1.0
dilator,1.0
dim,1.0
dimer,0.9804902399404619
dimerization,1.0
dimethyl,0.9720434294995658
dimethylallyl,0.9851280625882967
dimethylamine,0.9813863117021857
dimethylation,1.0
dimethylsilanediol,0.9652561163477827
dimethylsulfoniopropionate,1.0
dimorphic,1.0
dimp,1.0
dinitrophenol,0.9791919282315019
dinucleotide,0.9613148821587234
diol,0.8028008441754293
diorcinol,0.9725331438587991
diosgenin,0.9851280625882967
dioxide,0.9426273672891439
dioxygenase,1.0
dioxygenases,0.826201100404449
dip,1.0
dipeptide,0.9600940244349827
diphenidol,0.9816358770186568
diphenyl,1.0
diphosphate,0.8448532139576965
diphosphohydrolase,1.0
diphosphoinositol,0.9875037007339569
diphosphorylinositol,1.0
diphthamide,1.0
diphtheria,1.0
diploid,1.0
diploidy,1.0
diplotene,1.0
dipyrrin,0.96533666264665
direct,0.945640083788997
directed,0.901958328680617
direction,0.9629293730072467
directional,0.9214482618202418
disaccharide,0.8179629795180905
disassembly,0.7003434527260599
disc,0.8820282229893672
discadenine,0.9867695050848009
discharge,1.0
discoidal,1.0
discrimination,1.0
disease,0.551803701115253
dishabituation,1.0
dishevelled,1.0
disinhibition,1.0
dismutase,0.8514983320111539
dismutases,1.0
disorder,0.3917039783535046
dispanins,1.0
dispatched,1.0
dispersal,1.0
displaced,1.0
displacement,0.9841912674259797
disproportionation,1.0
disruption,0.6842587917244568
disrupts,1.0
disseminated,1.0
dissimilatory,1.0
dissipation,0.9564109262571703
dissociation,1.0
dissolution,1.0
distal,0.8907714440595685
distalis,0.9739979434625952
distinct,1.0
distribution,0.867662495275263
distributive,1.0
disturbed,1.0
disulfide,1.0
diterpene,0.9755985098098421
diterpenoid,0.8028008441754293
dithiothreitol,0.9716374532813619
ditp,0.9936181335813631
diuretic,1.0
divalent,1.0
divergent,1.0
diversification,0.7689084368936374
diverticulum,1.0
division,0.7311883904366876
dj,1.0
dld,1.0
dldd,1.0
dna,0.6168066143443446
dnaj,1.0
docetaxel,1.0
dock,1.0
docking,0.7928256566450478
dodecane,0.9716374532813619
dodecyl,0.97474861343199
doe,1.0
dogiel,1.0
dolichol,0.9891187469563912
dolichyl,0.9875902263330532
dolk,1.0
domain,0.5995837045726461
dominant,1.0
donor,0.9709320955510021
dopamanergic,1.0
dopamine,0.9187197175165668
dopaminergic,0.9687327842482508
dormancy,0.7861463930605765
dorsal,0.9039233069112459
dorsolateral,1.0
dosage,0.9736357397085933
dot,1.0
double,0.8476281614047873
doublecortin,1.0
doublet,1.0
downregulation,0.9576684937884419
downstream,0.6785222682074213
doxorubicin,1.0
dp,1.0
drainage,0.9647188108555897
dream,0.8633294778605327
drinking,0.9716374532813619
drive,1.0
droplet,0.9526152534202694
drought,1.0
drta,1.0
drug,0.5718876313108536
dsc,1.0
dscam,1.0
dsdna,0.9793691629127723
dsrna,0.9785165419070048
dtdp,0.9888844238203873
dtmp,0.9889512673675467
dttp,0.9884217596170005
dual,0.848434797246852
dub,1.0
duct,0.6917109040290602
ductal,1.0
ductus,0.9686617038697145
dudp,0.9888844238203873
due,0.7654794480833912
dump,0.9888844238203873
duodenal,1.0
duodenum,0.9861091404989822
duplex,0.946738672643395
duplication,0.9657783118918581
dura,1.0
dural,1.0
dutp,0.9884217596170005
dvl,1.0
dynactin,1.0
dynamic,1.0
dynein,0.9738668945132668
dyneins,0.7180438766432501
dyshormonogenesis,1.0
dysplasia,1.0
e,0.901208444583402
ear,0.9065831247961734
early,0.8050949334408721
earp,1.0
eating,0.9460533573094095
eb,1.0
ec,0.971570091782554
eccentric,1.0
eccrine,0.9493615756217763
ecd,1.0
ecdysis,1.0
ecdysone,0.9815300488344335
ecdysteroid,0.978988524631292
ecgonine,0.9602663278514244
ecgonone,0.9652561163477827
echinocyte,1.0
echolocation,1.0
ecl,1.0
eclosion,0.9686617038697145
ecm,1.0
economo,1.0
ectocervix,1.0
ectoderm,0.960041423910963
ectodermal,0.865753517813239
ectodomain,0.9811460326196173
ectoine,0.9739294365526888
ectonucleoside,1.0
ectonucleotide,1.0
ectopic,1.0
ectoplasmic,1.0
ed,1.0
edema,1.0
edg,1.0
edge,0.9715307942019101
edging,1.0
editing,0.8336862284305394
editosome,1.0
editosomes,1.0
eet,1.0
effect,0.917914175869907
effector,0.6107046274540987
efferent,0.6852634473870554
efflux,0.9754979955074878
egad,1.0
egfr,0.8091241762440501
egfrviii,0.8675785750847399
egg,0.9303026128595875
eggshell,0.9812728211645825
egress,1.0
ehbp,1.0
ehrlich,0.929158985061076
eicosanoid,0.8703093901954077
eicosanoids,1.0
eifalpha,1.0
eifs,0.8963217460530136
eight,1.0
eisosome,1.0
ejaculation,1.0
ejc,1.0
ejection,0.914233462454064
elaioplast,1.0
elastase,1.0
elastic,0.9341374639095184
elastin,0.9736061295960118
elav,1.0
electric,1.0
electrical,0.8857901075067036
electrically,0.08681971752218672
electroception,1.0
electrochemical,0.9880331538457968
electromotile,1.0
electron,0.6439504674979641
electrophilic,1.0
electrosensory,1.0
element,0.716574685185968
elemental,1.0
elevated,0.826201100404449
elevation,0.9843580615167096
elicited,0.9571435297850469
elimination,0.9873703077707667
elmo,0.8207219174006911
elongation,0.8080606696333551
elongator,1.0
elongin,1.0
emap,1.0
emboliform,1.0
embryo,0.9389071501716352
embryogenesis,1.0
embryonal,1.0
embryonic,0.6500762915708522
emergence,0.9214482618202418
emericellamide,0.9775984082025715
emericellin,0.9775698787206918
emi,1.0
eminence,0.8752485890546736
emodin,0.9706503894844817
emptying,0.9710234838910612
emsy,1.0
emt,1.0
enah,1.0
enamel,0.9739294365526888
encapsulating,0.6171818820826667
encapsulation,0.9610969373258438
encephalopathy,1.0
encoded,0.8657570806235575
encysted,0.96738460854899
encystment,0.9680507064971459
end,0.9810986108890182
ending,0.9508017227502717
endocanabinoid,1.0
endocannabinoid,0.9501080220881216
endocardial,0.9658322953871739
endocardium,1.0
endocervix,1.0
endochondral,0.9738632928484174
endocrine,0.5907502373928772
endocrocin,0.9789873935543608
endocytic,0.9664432413885293
endocytosed,1.0
endocytosis,0.8434022953368487
endodeoxyribonuclease,0.6953513797846579
endoderm,1.0
endodermal,0.9647126421694943
endogenous,0.6294659793473882
endogenously,1.0
endolysosomal,0.970084520218298
endomembrane,1.0
endometrial,0.9717455695922368
endometrium,0.937069581709592
endomitotic,1.0
endonuclease,1.0
endonucleolytic,0.9447995324842282
endopeptidase,0.654076507077325
endoplasmic,0.8718032507068776
endopolyploid,0.8237510315412098
endopterygota,1.0
endoreduplication,0.9826275678283729
endoribonuclease,0.8514983320111539
endoribonucleases,0.8207219174006911
endorphin,0.7954989592119622
endosomal,0.7048734238932849
endosome,0.8473260687296365
endosomes,1.0
endosperm,0.980393376980741
endospore,1.0
endosteal,1.0
endothelial,0.5688517156852746
endothelin,0.9727853084956707
endothelins,1.0
endothelium,0.9419193360683915
endovascular,1.0
endowment,1.0
endproduct,1.0
energy,0.6142891247512882
engulfment,0.9795243792124014
enhanced,1.0
enhancement,0.9826390297050439
enhanceosome,1.0
enhancer,1.0
enkephalin,0.8656791714250106
enniatin,0.9851280625882967
enolases,1.0
enos,1.0
enosc,1.0
enrichment,1.0
ensheathing,1.0
ensheathment,0.8394302364155536
enteric,0.8708100261704478
enterobacterial,0.983565603416541
enterobactin,0.9813863117021857
enterocyte,0.8652708557630184
enterocytes,1.0
enteroendocrine,0.7652759229784927
enteroglial,0.8237510315412098
enteropathica,1.0
entity,0.8799479725795071
entrainment,0.9791919282315019
entry,0.8385231293051143
enucleate,0.9444405159957238
enucleated,0.9413970892686475
enucleation,0.9620440600971859
env,1.0
envelope,0.8072729216165152
envelopment,1.0
envenomation,0.7662017402394478
environment,1.0
environmental,0.7403425158962695
enzymatic,1.0
enzyme,0.5172420594573577
eosinophil,0.9519891270269287
eosinophilic,1.0
eoxins,1.0
ependymal,0.8908915714759269
ependymoglial,1.0
eph,1.0
ephrin,0.974954712739334
ephrins,1.0
epiblast,1.0
epiboly,0.9652561163477827
epicardial,0.9584070122186104
epicardium,1.0
epidermal,0.761798671923086
epidermis,0.9254888908703903
epidermoblast,1.0
epididymis,1.0
epigenetic,0.7687397742101647
epilepsy,1.0
epimerase,1.0
epinephrin,1.0
epinephrine,0.9384934641453543
epiplexus,1.0
episodic,1.0
episomal,0.9171533552811241
episome,1.0
epistomal,1.0
epithalamus,1.0
epithelial,0.3290449181833536
epitheliocyte,1.0
epithelioid,1.0
epithelium,0.6722737848757779
epitope,1.0
epothilone,0.9864190519078238
epoxide,0.7644709012506343
epoxy,1.0
epoxygenase,1.0
epsilon,0.8145392872458292
equator,1.0
equatorial,0.986828297811479
equilibrioception,1.0
er,0.8112225401139496
erad,0.9870144368933779
erbb,0.8938886985228596
ercc,1.0
erection,0.9626933361739061
ergic,0.9816497258148003
ergosterol,0.9835155403603008
ergosteryl,0.978634488613058
ergot,0.9401413570724486
ergothioneine,0.9724535035560349
erk,0.7777925582794308
erks,0.7939595543887185
erqc,1.0
eruption,1.0
erv,1.0
erythroblast,0.9123800720972254
erythrocyte,0.8469760636303971
erythroid,0.7462975462314065
erythromycin,0.9718043370291577
erythrophore,0.9721608481399434
erythropoietin,0.8360922382679997
erythrose,0.8962458474513265
esbaf,1.0
escape,0.8882673124248853
escrt,0.7339292894906844
esculetin,0.9791919282315019
esophageal,0.9787045647997408
esophagus,0.8842449525208222
essential,1.0
establish,1.0
establishment,0.39624817781086336
ester,0.7298056566203688
estivation,1.0
estradiol,0.9826987030633048
estrogen,0.9270094661422752
estrone,0.9875902263330532
estrous,0.8712603501125279
estrus,1.0
ethane,0.978634488613058
ethanol,0.9280696931110545
ethanolamine,0.9799536548888202
ether,0.6888157905315156
ethyl,0.9723585208668538
ethylbenzene,0.9816358770186568
ethylene,0.9639938168735495
etioplast,1.0
etoposide,1.0
ets,1.0
euchromatin,0.8670775608028857
eugenol,0.978634488613058
eukaryotic,0.09005612165588557
eumycetozoan,1.0
eurydendroid,1.0
evasion,0.8387683123947451
even,0.9888844238203873
event,0.6514729458021264
eversion,1.0
eviction,1.0
evoked,1.0
evolving,1.0
ex,1.0
exact,1.0
excess,1.0
exchange,0.8257727808096831
exchanger,1.0
exchanging,1.0
excision,0.7091532936748863
excitation,0.9641495411673949
excitatory,0.9589760384284934
exclusion,1.0
excretion,0.8746863321437709
excretory,0.6645748809295935
execution,0.8087037446126117
exhausted,1.0
exine,1.0
exit,0.8724870436339733
exocrine,0.6784159647515242
exocyst,0.9715436588732863
exocytic,0.750871302387658
exocytosis,0.7889562800095428
exodeoxyribonuclease,1.0
exogen,0.96738460854899
exogenous,0.8920966154809704
exon,0.986828297811479
exonuclease,0.6947504724213249
exonucleolytic,1.0
exoribonuclease,0.8305604097920892
exosomal,0.978281516978709
exosome,0.976097528703279
exosporium,1.0
exostosin,1.0
exostosis,1.0
expansion,1.0
experimentally,0.8684558143557498
exploration,0.96533666264665
export,0.6677719180956755
exportins,1.0
exposed,0.6746758850278076
exposure,0.987831417546297
expressed,1.0
expressing,1.0
expression,0.5877813352088411
extended,1.0
extensin,1.0
extension,0.7774263608612968
extent,0.8178776903897151
externa,1.0
external,0.502709210638926
extracellular,0.6620668569230499
extrachromosomal,0.9875037007339569
extraction,0.9801602705555061
extraembryonic,0.5886096238481477
extrafusal,0.9202455803320816
extraglomerular,0.9564109262571703
extrahepatic,1.0
extramedullary,1.0
extraocular,0.9739294365526888
extrasynaptic,1.0
extratelencephalic,0.9413970892686475
extrathymic,0.9504624343586242
extravasation,0.9062858992744748
extravillous,0.9697695823749918
extrinsic,0.803489186944508
extrusion,1.0
eya,1.0
eye,0.9006197104908734
eyelid,1.0
f,0.9859189466332761
fa,0.9756382301970974
fabricius,1.0
face,1.0
facial,0.978304225032708
facilitates,1.0
facioacoustic,1.0
fact,0.9710234838910612
factor,0.7065970158658748
factory,1.0
facultative,0.9876919765310535
fad,0.9853230281222733
fadd,1.0
failed,1.0
fallopian,0.9032995392310431
fam,1.0
family,0.4052068043531924
fan,0.9871330602848495
fanconi,1.0
far,0.8783512849160245
farnesol,0.9805661840702502
farnesyl,0.9787010686679873
farnesylation,1.0
fasciculation,0.9667661046747089
fascin,1.0
fasl,0.9843580615167096
fast,0.9730628944037334
fastigial,1.0
fastk,1.0
fat,0.9375327794113444
fate,0.6748682008243618
fated,1.0
fatty,0.6170046567221482
favouring,0.6218938936690361
fbs,1.0
fc,0.8352411907560657
fceri,0.8248291536743847
fcgamma,0.6689802025576735
fcgr,0.7434461510438677
fcrn,1.0
fe,1.0
fear,0.9640919376344589
feedback,0.9658137754456679
feeding,0.8576149187669597
female,0.8760472718429331
feminization,1.0
femoral,1.0
fenestrated,0.6939116899923391
fenofibrate,1.0
ferlin,1.0
ferm,1.0
fermentation,0.8109829845102863
fermentative,1.0
fermitins,1.0
ferredoxin,1.0
ferric,1.0
ferrichrome,0.9663021836672909
ferricrocin,0.9783260866306699
ferritin,1.0
ferrochelatase,1.0
ferroptosis,0.9626933361739061
ferrous,0.8599579587280625
ferroxidase,1.0
ferry,1.0
fertilization,0.7998161229027814
ferulate,0.9772632901142022
fet,1.0
fetal,0.9613686043437322
fever,0.959281132762406
feyrter,0.9848202462569666
ff,1.0
fgf,1.0
fgfr,0.7052481938744672
fhf,1.0
fiber,0.7545863663279943
fibre,0.9215322246240168
fibril,0.8997427851419457
fibrillar,1.0
fibrillins,1.0
fibrin,0.7930901167013304
fibrinogen,0.8759761786701094
fibrinogenolysis,1.0
fibrinolysis,0.9781745114783147
fibro,1.0
fibroblast,0.637126307007755
fibroblastic,0.908561507987215
fibrocyte,0.8524526147706564
fibronectin,0.7546056124696594
fibrosis,1.0
fibrous,1.0
fibulins,1.0
ficolins,1.0
fidelity,0.9156244286580685
field,0.8952944597140918
filament,0.7074564911032943
filamentous,0.8100883254181717
filamins,1.0
filling,1.0
filopodium,0.9771832628106235
filtration,0.8554222224459459
fin,0.868926529617368
finger,0.449100167819896
firing,1.0
first,0.978634488613058
fish,1.0
fission,0.8688529978885343
fissure,1.0
fixation,0.8708097431250753
fixing,0.894828481577842
fkbp,1.0
flag,0.9746885439710792
flagellated,0.9822793904563424
flagellum,0.9791393710815444
flap,1.0
flask,1.0
flat,1.0
flavin,0.9735831240323602
flavinylation,1.0
flavone,0.8744716382455949
flavonoid,0.8008901277508468
flavonol,0.9725475821641166
flavoproteins,1.0
flexible,1.0
flight,0.9626933361739061
flocculation,0.9652561163477827
flooding,1.0
floor,1.0
floral,0.9133905112485179
flotillins,1.0
flow,1.0
flower,0.9788968269661609
flowering,0.924794942569254
fluconazole,1.0
fluence,1.0
fluid,0.7453787241153539
fluorene,1.0
fluorescence,1.0
fluoride,0.9717469004701274
fluoxetine,0.9716374532813619
fmn,0.9861086364480477
fmo,1.0
fo,1.0
foam,0.8926168411295974
focal,0.9701259294546258
focus,1.0
folate,0.987831417546297
fold,0.8233953401809347
folding,0.7925609201419939
folic,0.9018138131906117
follicle,0.8598472737637084
follicular,0.7695994599516637
folliculostellate,0.9693899478891657
follistatin,1.0
following,0.9478892949779764
fonsecin,0.9801602705555061
food,0.9347099214035121
foraging,0.9296969537358237
foramen,1.0
force,0.906906560055271
forebrain,0.678053622681064
foregut,0.9799536548888202
foreign,0.9682994645941357
forelimb,0.9602663278514244
foreskin,1.0
fork,0.9772604781335439
forkhead,1.0
form,0.9876766656858287
formaldehyde,0.9350198172336691
formalin,1.0
formamide,0.9392832096169815
formate,0.9304085314085503
formation,0.5291501432797694
formic,0.9596229756403964
forming,0.9218797508728358
formins,1.0
formyl,1.0
formylation,0.9851280625882967
